,index,Unnamed: 0,Date,Team,Current,Last 3,Last 1,Home,Away,Previous,Unnamed: 9,id_t
1411,1411,1411,2020-08-16,Oakland,0.714,1.000,1.000,0.750,0.667,0.595,,1411
1412,1412,1412,2020-08-16,NY Yankees,0.700,1.000,1.000,0.889,0.546,0.632,,1412
1413,1413,1413,2020-08-16,LA Dodgers,0.682,1.000,1.000,0.546,0.818,0.647,,1413
1414,1414,1414,2020-08-16,Miami,0.643,0.667,0.000,0.750,0.600,0.352,,1414
1415,1415,1415,2020-08-16,Minnesota,0.619,0.667,0.000,0.800,0.455,0.612,,1415
1416,1416,1416,2020-08-16,Colorado,0.600,0.000,0.000,0.500,0.750,0.438,,1416
1417,1417,1417,2020-08-16,Baltimore,0.600,0.667,1.000,0.444,0.727,0.333,,1417
1418,1418,1418,2020-08-16,Tampa Bay,0.571,0.667,0.000,0.727,0.400,0.589,,1418
1419,1419,1419,2020-08-16,St. Louis,0.571,0.667,1.000,0.667,0.500,0.55,,1419
1420,1420,1420,2020-08-16,Cleveland,0.571,0.667,1.000,0.600,0.546,0.574,,1420
1421,1421,1421,2020-08-16,Atlanta,0.546,0.333,1.000,0.778,0.385,0.593,,1421
1422,1422,1422,2020-08-16,Texas,0.526,1.000,1.000,0.636,0.375,0.482,,1422
1423,1423,1423,2020-08-16,Houston,0.500,1.000,1.000,0.636,0.333,0.65,,1423
1424,1424,1424,2020-08-16,San Diego,0.500,0.000,0.000,0.600,0.417,0.432,,1424
1425,1425,1425,2020-08-16,Detroit,0.500,0.000,0.000,0.333,0.833,0.292,,1425
1426,1426,1426,2020-08-16,Chi Sox,0.476,0.333,0.000,0.200,0.727,0.447,,1426
1427,1427,1427,2020-08-16,Arizona,0.476,1.000,1.000,0.556,0.417,0.525,,1427
1428,1428,1428,2020-08-16,Milwaukee,0.474,0.667,1.000,0.250,0.636,0.546,,1428
1429,1429,1429,2020-08-16,Cincinnati,0.450,0.333,1.000,0.417,0.500,0.463,,1429
1430,1430,1430,2020-08-16,Toronto,0.438,0.667,1.000,0.667,0.385,0.414,,1430
1431,1431,1431,2020-08-16,Philadelphia,0.438,0.667,1.000,0.429,0.500,0.5,,1431
1432,1432,1432,2020-08-16,Kansas City,0.429,0.667,1.000,0.500,0.385,0.364,,1432
1433,1433,1433,2020-08-16,NY Mets,0.409,0.333,0.000,0.417,0.400,0.531,,1433
1434,1434,1434,2020-08-16,Washington,0.389,0.333,0.000,0.200,0.625,0.587,,1434
1435,1435,1435,2020-08-16,SF Giants,0.364,0.000,0.000,0.375,0.357,0.475,,1435
1436,1436,1436,2020-08-16,LA Angels,0.333,0.000,0.000,0.364,0.300,0.444,,1436
1437,1437,1437,2020-08-16,Seattle,0.318,0.000,0.000,0.300,0.333,0.42,,1437
1438,1438,1438,2020-08-16,Boston,0.286,0.000,0.000,0.250,0.333,0.519,,1438
1439,1439,1439,2020-08-16,Pittsburgh,0.222,0.333,0.000,0.250,0.200,0.426,,1439
1440,1440,1440,2020-08-17,Oakland,0.727,1.000,1.000,0.750,0.700,0.595,,1440
1441,1441,1441,2020-08-17,NY Yankees,0.714,1.000,1.000,0.900,0.546,0.632,,1441
1442,1442,1442,2020-08-17,LA Dodgers,0.696,1.000,1.000,0.546,0.833,0.647,,1442
1443,1443,1443,2020-08-17,Chi Cubs,0.684,0.000,0.000,0.667,0.714,0.519,,1443
1444,1444,1444,2020-08-17,Minnesota,0.636,0.667,1.000,0.818,0.455,0.612,,1444
1445,1445,1445,2020-08-17,Colorado,0.619,0.333,1.000,0.539,0.750,0.438,,1445
1446,1446,1446,2020-08-17,Tampa Bay,0.609,0.667,1.000,0.727,0.500,0.589,,1446
1447,1447,1447,2020-08-17,Miami,0.600,0.333,0.000,0.600,0.600,0.352,,1447
1448,1448,1448,2020-08-17,Cleveland,0.591,1.000,1.000,0.600,0.583,0.574,,1448
1449,1449,1449,2020-08-17,Baltimore,0.571,0.333,0.000,0.400,0.727,0.333,,1449
1450,1450,1450,2020-08-17,Atlanta,0.565,0.667,1.000,0.778,0.429,0.593,,1450
1451,1451,1451,2020-08-17,Houston,0.524,1.000,1.000,0.667,0.333,0.65,,1451
1452,1452,1452,2020-08-17,Chi Sox,0.500,0.333,1.000,0.273,0.727,0.447,,1452
1453,1453,1453,2020-08-17,Milwaukee,0.500,1.000,1.000,0.250,0.667,0.546,,1453
1454,1454,1454,2020-08-17,Arizona,0.500,1.000,1.000,0.600,0.417,0.525,,1454
1455,1455,1455,2020-08-17,Texas,0.500,0.667,0.000,0.636,0.333,0.482,,1455
1456,1456,1456,2020-08-17,St. Louis,0.500,0.667,0.000,0.667,0.400,0.55,,1456
1457,1457,1457,2020-08-17,San Diego,0.478,0.000,0.000,0.600,0.385,0.432,,1457
1458,1458,1458,2020-08-17,Detroit,0.474,0.000,0.000,0.308,0.833,0.292,,1458
1459,1459,1459,2020-08-17,Philadelphia,0.471,1.000,1.000,0.467,0.500,0.5,,1459
1460,1460,1460,2020-08-17,Cincinnati,0.450,0.333,1.000,0.417,0.500,0.463,,1460
1461,1461,1461,2020-08-17,Washington,0.421,0.667,1.000,0.200,0.667,0.587,,1461
1462,1462,1462,2020-08-17,Kansas City,0.409,0.333,0.000,0.500,0.357,0.364,,1462
1463,1463,1463,2020-08-17,NY Mets,0.391,0.000,0.000,0.417,0.364,0.531,,1463
1464,1464,1464,2020-08-17,Toronto,0.389,0.333,0.000,0.400,0.385,0.414,,1464
1465,1465,1465,2020-08-17,SF Giants,0.348,0.000,0.000,0.333,0.357,0.475,,1465
1466,1466,1466,2020-08-17,LA Angels,0.318,0.000,0.000,0.333,0.300,0.444,,1466
1467,1467,1467,2020-08-17,Seattle,0.304,0.000,0.000,0.300,0.308,0.42,,1467
1468,1468,1468,2020-08-17,Boston,0.273,0.000,0.000,0.250,0.300,0.519,,1468
1469,1469,1469,2020-08-17,Pittsburgh,0.222,0.333,0.000,0.250,0.200,0.426,,1469
1470,1470,1470,2020-08-18,NY Yankees,0.727,1.000,1.000,0.909,0.546,0.632,,1470
1471,1471,1471,2020-08-18,LA Dodgers,0.708,1.000,1.000,0.583,0.833,0.647,,1471
1472,1472,1472,2020-08-18,Oakland,0.696,0.667,0.000,0.750,0.636,0.595,,1472
1473,1473,1473,2020-08-18,Chi Cubs,0.667,0.333,1.000,0.615,0.750,0.519,,1473
1474,1474,1474,2020-08-18,Minnesota,0.652,0.667,1.000,0.833,0.455,0.612,,1474
1475,1475,1475,2020-08-18,Tampa Bay,0.609,0.667,1.000,0.727,0.500,0.589,,1475
1476,1476,1476,2020-08-18,Cleveland,0.591,1.000,1.000,0.600,0.583,0.574,,1476
1477,1477,1477,2020-08-18,Colorado,0.591,0.333,0.000,0.539,0.667,0.438,,1477
1478,1478,1478,2020-08-18,Atlanta,0.583,1.000,1.000,0.800,0.429,0.593,,1478
1479,1479,1479,2020-08-18,Miami,0.563,0.000,0.000,0.500,0.600,0.352,,1479
1480,1480,1480,2020-08-18,Baltimore,0.546,0.333,0.000,0.364,0.727,0.333,,1480
1481,1481,1481,2020-08-18,Houston,0.546,1.000,1.000,0.692,0.333,0.65,,1481
1482,1482,1482,2020-08-18,Chi Sox,0.522,0.667,1.000,0.333,0.727,0.447,,1482
1483,1483,1483,2020-08-18,Arizona,0.522,1.000,1.000,0.636,0.417,0.525,,1483
1484,1484,1484,2020-08-18,Milwaukee,0.500,1.000,1.000,0.250,0.667,0.546,,1484
1485,1485,1485,2020-08-18,San Diego,0.500,0.333,1.000,0.600,0.429,0.432,,1485
1486,1486,1486,2020-08-18,St. Louis,0.500,0.333,0.000,0.667,0.429,0.55,,1486
1487,1487,1487,2020-08-18,Texas,0.476,0.333,0.000,0.583,0.333,0.482,,1487
1488,1488,1488,2020-08-18,Philadelphia,0.471,1.000,1.000,0.467,0.500,0.5,,1488
1489,1489,1489,2020-08-18,Cincinnati,0.450,0.333,1.000,0.417,0.500,0.463,,1489
1490,1490,1490,2020-08-18,Detroit,0.450,0.000,0.000,0.308,0.714,0.292,,1490
1491,1491,1491,2020-08-18,Toronto,0.421,0.333,1.000,0.400,0.429,0.414,,1491
1492,1492,1492,2020-08-18,NY Mets,0.417,0.333,1.000,0.417,0.417,0.531,,1492
1493,1493,1493,2020-08-18,Washington,0.400,0.333,0.000,0.200,0.600,0.587,,1493
1494,1494,1494,2020-08-18,Kansas City,0.391,0.333,0.000,0.500,0.333,0.364,,1494
1495,1495,1495,2020-08-18,LA Angels,0.348,0.333,1.000,0.385,0.300,0.444,,1495
1496,1496,1496,2020-08-18,SF Giants,0.333,0.000,0.000,0.333,0.333,0.475,,1496
1497,1497,1497,2020-08-18,Seattle,0.292,0.000,0.000,0.300,0.286,0.42,,1497
1498,1498,1498,2020-08-18,Boston,0.261,0.000,0.000,0.250,0.273,0.519,,1498
1499,1499,1499,2020-08-18,Pittsburgh,0.222,0.333,0.000,0.250,0.200,0.426,,1499
1500,1500,1500,2020-08-19,LA Dodgers,0.720,1.000,1.000,0.615,0.833,0.647,,1500
1501,1501,1501,2020-08-19,NY Yankees,0.696,0.667,0.000,0.833,0.546,0.632,,1501
1502,1502,1502,2020-08-19,Chi Cubs,0.682,0.667,1.000,0.643,0.750,0.519,,1502
1503,1503,1503,2020-08-19,Oakland,0.667,0.333,0.000,0.750,0.583,0.595,,1503
1504,1504,1504,2020-08-19,Minnesota,0.667,1.000,1.000,0.846,0.455,0.612,,1504
1505,1505,1505,2020-08-19,Tampa Bay,0.625,1.000,1.000,0.727,0.539,0.589,,1505
1506,1506,1506,2020-08-19,Cleveland,0.609,1.000,1.000,0.600,0.615,0.574,,1506
1507,1507,1507,2020-08-19,Colorado,0.565,0.333,0.000,0.539,0.600,0.438,,1507
1508,1508,1508,2020-08-19,Houston,0.565,1.000,1.000,0.714,0.333,0.65,,1508
1509,1509,1509,2020-08-19,Atlanta,0.560,0.667,0.000,0.727,0.429,0.593,,1509
1510,1510,1510,2020-08-19,Chi Sox,0.542,1.000,1.000,0.385,0.727,0.447,,1510
1511,1511,1511,2020-08-19,Arizona,0.542,1.000,1.000,0.667,0.417,0.525,,1511
1512,1512,1512,2020-08-19,Miami,0.529,0.000,0.000,0.429,0.600,0.352,,1512
1513,1513,1513,2020-08-19,Baltimore,0.522,0.000,0.000,0.333,0.727,0.333,,1513
1514,1514,1514,2020-08-19,San Diego,0.520,0.667,1.000,0.600,0.467,0.432,,1514
1515,1515,1515,2020-08-19,Philadelphia,0.500,1.000,1.000,0.467,0.667,0.5,,1515
1516,1516,1516,2020-08-19,Milwaukee,0.476,0.667,0.000,0.250,0.615,0.546,,1516
1517,1517,1517,2020-08-19,Texas,0.455,0.000,0.000,0.539,0.333,0.482,,1517
1518,1518,1518,2020-08-19,St. Louis,0.455,0.333,0.000,0.667,0.375,0.55,,1518
1519,1519,1519,2020-08-19,Cincinnati,0.450,0.333,1.000,0.417,0.500,0.463,,1519
1520,1520,1520,2020-08-19,Toronto,0.450,0.667,1.000,0.400,0.467,0.414,,1520
1521,1521,1521,2020-08-19,NY Mets,0.440,0.667,1.000,0.417,0.462,0.531,,1521
1522,1522,1522,2020-08-19,Detroit,0.429,0.000,0.000,0.308,0.625,0.292,,1522
1523,1523,1523,2020-08-19,Washington,0.429,0.667,1.000,0.200,0.636,0.587,,1523
1524,1524,1524,2020-08-19,Kansas City,0.391,0.333,0.000,0.500,0.333,0.364,,1524
1525,1525,1525,2020-08-19,SF Giants,0.360,0.333,1.000,0.333,0.375,0.475,,1525
1526,1526,1526,2020-08-19,LA Angels,0.333,0.333,0.000,0.357,0.300,0.444,,1526
1527,1527,1527,2020-08-19,Seattle,0.280,0.000,0.000,0.300,0.267,0.42,,1527
1528,1528,1528,2020-08-19,Boston,0.250,0.000,0.000,0.231,0.273,0.519,,1528
1529,1529,1529,2020-08-19,Pittsburgh,0.211,0.333,0.000,0.222,0.200,0.426,,1529
1530,1530,1530,2020-08-20,LA Dodgers,0.692,0.667,0.000,0.615,0.769,0.647,,1530
1531,1531,1531,2020-08-20,Oakland,0.680,0.333,1.000,0.769,0.583,0.595,,1531
1532,1532,1532,2020-08-20,NY Yankees,0.667,0.333,0.000,0.769,0.546,0.632,,1532
1533,1533,1533,2020-08-20,Chi Cubs,0.667,0.667,1.000,0.600,0.778,0.519,,1533
1534,1534,1534,2020-08-20,Tampa Bay,0.640,1.000,1.000,0.727,0.571,0.589,,1534
1535,1535,1535,2020-08-20,Minnesota,0.640,0.667,0.000,0.786,0.455,0.612,,1535
1536,1536,1536,2020-08-20,Cleveland,0.625,1.000,1.000,0.600,0.643,0.574,,1536
1537,1537,1537,2020-08-20,Houston,0.583,1.000,1.000,0.714,0.400,0.65,,1537
1538,1538,1538,2020-08-20,Atlanta,0.560,0.667,0.000,0.727,0.429,0.593,,1538
1539,1539,1539,2020-08-20,Chi Sox,0.560,1.000,1.000,0.429,0.727,0.447,,1539
1540,1540,1540,2020-08-20,Colorado,0.542,0.000,0.000,0.500,0.600,0.438,,1540
1541,1541,1541,2020-08-20,San Diego,0.539,1.000,1.000,0.636,0.467,0.432,,1541
1542,1542,1542,2020-08-20,Arizona,0.520,0.667,0.000,0.667,0.385,0.525,,1542
1543,1543,1543,2020-08-20,Miami,0.500,0.000,0.000,0.375,0.600,0.352,,1543
1544,1544,1544,2020-08-20,Milwaukee,0.500,0.667,1.000,0.250,0.643,0.546,,1544
1545,1545,1545,2020-08-20,Baltimore,0.500,0.000,0.000,0.308,0.727,0.333,,1545
1546,1546,1546,2020-08-20,Toronto,0.476,1.000,1.000,0.400,0.500,0.414,,1546
1547,1547,1547,2020-08-20,Philadelphia,0.474,0.667,0.000,0.467,0.500,0.5,,1547
1548,1548,1548,2020-08-20,St. Louis,0.462,0.333,0.000,0.667,0.400,0.55,,1548
1549,1549,1549,2020-08-20,NY Mets,0.462,1.000,1.000,0.417,0.500,0.531,,1549
1550,1550,1550,2020-08-20,Cincinnati,0.455,0.667,1.000,0.417,0.500,0.463,,1550
1551,1551,1551,2020-08-20,Texas,0.435,0.000,0.000,0.539,0.300,0.482,,1551
1552,1552,1552,2020-08-20,Washington,0.429,0.667,1.000,0.200,0.636,0.587,,1552
1553,1553,1553,2020-08-20,Detroit,0.409,0.000,0.000,0.308,0.556,0.292,,1553
1554,1554,1554,2020-08-20,Kansas City,0.400,0.333,0.000,0.500,0.333,0.364,,1554
1555,1555,1555,2020-08-20,SF Giants,0.385,0.667,1.000,0.400,0.375,0.475,,1555
1556,1556,1556,2020-08-20,LA Angels,0.320,0.333,0.000,0.357,0.273,0.444,,1556
1557,1557,1557,2020-08-20,Seattle,0.308,0.333,1.000,0.364,0.267,0.42,,1557
1558,1558,1558,2020-08-20,Boston,0.280,0.333,1.000,0.286,0.273,0.519,,1558
1559,1559,1559,2020-08-20,Pittsburgh,0.200,0.000,0.000,0.200,0.200,0.426,,1559
1560,1560,1560,2020-08-21,LA Dodgers,0.704,0.667,1.000,0.615,0.786,0.647,,1560
1561,1561,1561,2020-08-21,Oakland,0.692,0.667,1.000,0.786,0.583,0.595,,1561
1562,1562,1562,2020-08-21,Chi Cubs,0.667,0.667,1.000,0.600,0.778,0.519,,1562
1563,1563,1563,2020-08-21,Tampa Bay,0.654,1.000,1.000,0.727,0.600,0.589,,1563
1564,1564,1564,2020-08-21,Minnesota,0.654,0.667,1.000,0.800,0.455,0.612,,1564
1565,1565,1565,2020-08-21,Cleveland,0.640,1.000,1.000,0.600,0.667,0.574,,1565
1566,1566,1566,2020-08-21,NY Yankees,0.640,0.000,0.000,0.714,0.546,0.632,,1566
1567,1567,1567,2020-08-21,Houston,0.600,1.000,1.000,0.714,0.455,0.65,,1567
1568,1568,1568,2020-08-21,Chi Sox,0.577,1.000,1.000,0.467,0.727,0.447,,1568
1569,1569,1569,2020-08-21,Atlanta,0.560,0.667,0.000,0.727,0.429,0.593,,1569
1570,1570,1570,2020-08-21,San Diego,0.556,1.000,1.000,0.667,0.467,0.432,,1570
1571,1571,1571,2020-08-21,Toronto,0.522,1.000,1.000,0.571,0.500,0.414,,1571
1572,1572,1572,2020-08-21,Colorado,0.520,0.000,0.000,0.467,0.600,0.438,,1572
1573,1573,1573,2020-08-21,Miami,0.500,0.000,0.000,0.375,0.600,0.352,,1573
1574,1574,1574,2020-08-21,Arizona,0.500,0.333,0.000,0.667,0.357,0.525,,1574
1575,1575,1575,2020-08-21,St. Louis,0.500,0.667,1.000,0.750,0.400,0.55,,1575
1576,1576,1576,2020-08-21,Baltimore,0.480,0.000,0.000,0.286,0.727,0.333,,1576
1577,1577,1577,2020-08-21,Milwaukee,0.478,0.333,0.000,0.250,0.600,0.546,,1577
1578,1578,1578,2020-08-21,NY Mets,0.462,1.000,1.000,0.417,0.500,0.531,,1578
1579,1579,1579,2020-08-21,Cincinnati,0.435,0.333,0.000,0.417,0.455,0.463,,1579
1580,1580,1580,2020-08-21,Philadelphia,0.429,0.000,0.000,0.467,0.333,0.5,,1580
1581,1581,1581,2020-08-21,Washington,0.429,0.667,1.000,0.200,0.636,0.587,,1581
1582,1582,1582,2020-08-21,Texas,0.417,0.000,0.000,0.539,0.273,0.482,,1582
1583,1583,1583,2020-08-21,SF Giants,0.407,1.000,1.000,0.455,0.375,0.475,,1583
1584,1584,1584,2020-08-21,Kansas City,0.400,0.333,0.000,0.500,0.333,0.364,,1584
1585,1585,1585,2020-08-21,Detroit,0.391,0.000,0.000,0.308,0.500,0.292,,1585
1586,1586,1586,2020-08-21,Boston,0.308,0.667,1.000,0.286,0.333,0.519,,1586
1587,1587,1587,2020-08-21,LA Angels,0.308,0.000,0.000,0.357,0.250,0.444,,1587
1588,1588,1588,2020-08-21,Seattle,0.296,0.333,0.000,0.333,0.267,0.42,,1588
1589,1589,1589,2020-08-21,Pittsburgh,0.191,0.000,0.000,0.182,0.200,0.426,,1589
1590,1590,1590,2020-08-22,LA Dodgers,0.714,0.667,1.000,0.643,0.786,0.647,,1590
1591,1591,1591,2020-08-22,Oakland,0.704,1.000,1.000,0.800,0.583,0.595,,1591
1592,1592,1592,2020-08-22,Chi Cubs,0.640,0.333,0.000,0.563,0.778,0.519,,1592
1593,1593,1593,2020-08-22,NY Yankees,0.640,0.000,0.000,0.714,0.546,0.632,,1593
1594,1594,1594,2020-08-22,Tampa Bay,0.630,0.667,0.000,0.667,0.600,0.589,,1594
1595,1595,1595,2020-08-22,Minnesota,0.630,0.333,0.000,0.800,0.417,0.612,,1595
1596,1596,1596,2020-08-22,Cleveland,0.615,0.667,0.000,0.546,0.667,0.574,,1596
1597,1597,1597,2020-08-22,Chi Sox,0.593,1.000,1.000,0.467,0.750,0.447,,1597
1598,1598,1598,2020-08-22,Houston,0.577,0.667,0.000,0.714,0.417,0.65,,1598
1599,1599,1599,2020-08-22,Atlanta,0.577,0.667,1.000,0.750,0.429,0.593,,1599
1600,1600,1600,2020-08-22,San Diego,0.571,1.000,1.000,0.692,0.467,0.432,,1600
1601,1601,1601,2020-08-22,Toronto,0.542,1.000,1.000,0.571,0.529,0.414,,1601
1602,1602,1602,2020-08-22,Miami,0.526,0.333,1.000,0.375,0.636,0.352,,1602
1603,1603,1603,2020-08-22,Colorado,0.500,0.000,0.000,0.467,0.546,0.438,,1603
1604,1604,1604,2020-08-22,Arizona,0.482,0.000,0.000,0.667,0.333,0.525,,1604
1605,1605,1605,2020-08-22,St. Louis,0.467,0.333,0.000,0.600,0.400,0.55,,1605
1606,1606,1606,2020-08-22,Baltimore,0.462,0.000,0.000,0.267,0.727,0.333,,1606
1607,1607,1607,2020-08-22,NY Mets,0.462,1.000,1.000,0.417,0.500,0.531,,1607
1608,1608,1608,2020-08-22,Milwaukee,0.458,0.333,0.000,0.250,0.563,0.546,,1608
1609,1609,1609,2020-08-22,Cincinnati,0.458,0.667,1.000,0.417,0.500,0.463,,1609
1610,1610,1610,2020-08-22,SF Giants,0.429,1.000,1.000,0.500,0.375,0.475,,1610
1611,1611,1611,2020-08-22,Kansas City,0.423,0.667,1.000,0.546,0.333,0.364,,1611
1612,1612,1612,2020-08-22,Detroit,0.417,0.333,1.000,0.308,0.546,0.292,,1612
1613,1613,1613,2020-08-22,Philadelphia,0.409,0.000,0.000,0.467,0.286,0.5,,1613
1614,1614,1614,2020-08-22,Washington,0.409,0.333,0.000,0.182,0.636,0.587,,1614
1615,1615,1615,2020-08-22,Texas,0.400,0.000,0.000,0.539,0.250,0.482,,1615
1616,1616,1616,2020-08-22,Boston,0.333,1.000,1.000,0.286,0.385,0.519,,1616
1617,1617,1617,2020-08-22,Seattle,0.321,0.667,1.000,0.385,0.267,0.42,,1617
1618,1618,1618,2020-08-22,LA Angels,0.296,0.000,0.000,0.357,0.231,0.444,,1618
1619,1619,1619,2020-08-22,Pittsburgh,0.227,0.333,1.000,0.250,0.200,0.426,,1619
1620,1620,1620,2020-08-23,LA Dodgers,0.724,1.000,1.000,0.667,0.786,0.647,,1620
1621,1621,1621,2020-08-23,Oakland,0.679,0.667,0.000,0.750,0.583,0.595,,1621
1622,1622,1622,2020-08-23,Tampa Bay,0.643,0.667,1.000,0.692,0.600,0.589,,1622
1623,1623,1623,2020-08-23,Minnesota,0.643,0.667,1.000,0.800,0.462,0.612,,1623
1624,1624,1624,2020-08-23,NY Yankees,0.640,0.000,0.000,0.714,0.546,0.632,,1624
1625,1625,1625,2020-08-23,Cleveland,0.630,0.667,1.000,0.583,0.667,0.574,,1625
1626,1626,1626,2020-08-23,Chi Cubs,0.615,0.333,0.000,0.529,0.778,0.519,,1626
1627,1627,1627,2020-08-23,Chi Sox,0.607,1.000,1.000,0.467,0.769,0.447,,1627
1628,1628,1628,2020-08-23,Atlanta,0.593,0.667,1.000,0.769,0.429,0.593,,1628
1629,1629,1629,2020-08-23,San Diego,0.586,1.000,1.000,0.714,0.467,0.432,,1629
1630,1630,1630,2020-08-23,Houston,0.556,0.333,0.000,0.714,0.385,0.65,,1630
1631,1631,1631,2020-08-23,Miami,0.524,0.667,1.000,0.375,0.615,0.352,,1631
1632,1632,1632,2020-08-23,Toronto,0.520,0.667,0.000,0.571,0.500,0.414,,1632
1633,1633,1633,2020-08-23,St. Louis,0.500,0.667,1.000,0.667,0.400,0.55,,1633
1634,1634,1634,2020-08-23,Colorado,0.482,0.000,0.000,0.467,0.500,0.438,,1634
1635,1635,1635,2020-08-23,Baltimore,0.482,0.333,1.000,0.313,0.727,0.333,,1635
1636,1636,1636,2020-08-23,Arizona,0.464,0.000,0.000,0.667,0.313,0.525,,1636
1637,1637,1637,2020-08-23,NY Mets,0.462,1.000,1.000,0.417,0.500,0.531,,1637
1638,1638,1638,2020-08-23,SF Giants,0.448,1.000,1.000,0.539,0.375,0.475,,1638
1639,1639,1639,2020-08-23,Cincinnati,0.440,0.333,0.000,0.417,0.462,0.463,,1639
1640,1640,1640,2020-08-23,Milwaukee,0.440,0.000,0.000,0.250,0.529,0.546,,1640
1641,1641,1641,2020-08-23,Washington,0.417,0.333,0.000,0.250,0.583,0.587,,1641
1642,1642,1642,2020-08-23,Kansas City,0.407,0.333,0.000,0.500,0.333,0.364,,1642
1643,1643,1643,2020-08-23,Detroit,0.400,0.333,0.000,0.308,0.500,0.292,,1643
1644,1644,1644,2020-08-23,Philadelphia,0.391,0.000,0.000,0.467,0.250,0.5,,1644
1645,1645,1645,2020-08-23,Texas,0.385,0.000,0.000,0.539,0.231,0.482,,1645
1646,1646,1646,2020-08-23,Seattle,0.345,0.667,1.000,0.429,0.267,0.42,,1646
1647,1647,1647,2020-08-23,Boston,0.321,0.667,0.000,0.286,0.357,0.519,,1647
1648,1648,1648,2020-08-23,LA Angels,0.321,0.333,1.000,0.357,0.286,0.444,,1648
1649,1649,1649,2020-08-23,Pittsburgh,0.261,0.667,1.000,0.308,0.200,0.426,,1649
1650,1650,1650,2020-08-24,LA Dodgers,0.733,1.000,1.000,0.688,0.786,0.647,,1650
1651,1651,1651,2020-08-24,Oakland,0.690,0.667,1.000,0.765,0.583,0.595,,1651
1652,1652,1652,2020-08-24,Tampa Bay,0.655,0.667,1.000,0.714,0.600,0.589,,1652
1653,1653,1653,2020-08-24,Minnesota,0.655,0.667,1.000,0.800,0.500,0.612,,1653
1654,1654,1654,2020-08-24,NY Yankees,0.640,0.000,0.000,0.714,0.546,0.632,,1654
1655,1655,1655,2020-08-24,Chi Cubs,0.630,0.333,1.000,0.556,0.778,0.519,,1655
1656,1656,1656,2020-08-24,Cleveland,0.607,0.333,0.000,0.539,0.667,0.574,,1656
1657,1657,1657,2020-08-24,San Diego,0.600,1.000,1.000,0.733,0.467,0.432,,1657
1658,1658,1658,2020-08-24,Chi Sox,0.586,0.667,0.000,0.467,0.714,0.447,,1658
1659,1659,1659,2020-08-24,Atlanta,0.571,0.667,0.000,0.714,0.429,0.593,,1659
1660,1660,1660,2020-08-24,Houston,0.536,0.000,0.000,0.714,0.357,0.65,,1660
1661,1661,1661,2020-08-24,St. Louis,0.529,0.667,1.000,0.714,0.400,0.55,,1661
1662,1662,1662,2020-08-24,Miami,0.500,0.333,0.000,0.375,0.571,0.352,,1662
1663,1663,1663,2020-08-24,Toronto,0.500,0.333,0.000,0.571,0.474,0.414,,1663
1664,1664,1664,2020-08-24,Baltimore,0.500,0.667,1.000,0.353,0.727,0.333,,1664
1665,1665,1665,2020-08-24,SF Giants,0.467,1.000,1.000,0.571,0.375,0.475,,1665
1666,1666,1666,2020-08-24,Colorado,0.464,0.000,0.000,0.467,0.462,0.438,,1666
1667,1667,1667,2020-08-24,NY Mets,0.462,1.000,1.000,0.417,0.500,0.531,,1667
1668,1668,1668,2020-08-24,Arizona,0.448,0.000,0.000,0.667,0.294,0.525,,1668
1669,1669,1669,2020-08-24,Washington,0.440,0.667,1.000,0.308,0.583,0.587,,1669
1670,1670,1670,2020-08-24,Cincinnati,0.423,0.333,0.000,0.417,0.429,0.463,,1670
1671,1671,1671,2020-08-24,Milwaukee,0.423,0.000,0.000,0.250,0.500,0.546,,1671
1672,1672,1672,2020-08-24,Detroit,0.423,0.667,1.000,0.308,0.539,0.292,,1672
1673,1673,1673,2020-08-24,Philadelphia,0.417,0.333,1.000,0.467,0.333,0.5,,1673
1674,1674,1674,2020-08-24,Kansas City,0.393,0.333,0.000,0.462,0.333,0.364,,1674
1675,1675,1675,2020-08-24,Texas,0.370,0.000,0.000,0.539,0.214,0.482,,1675
1676,1676,1676,2020-08-24,Seattle,0.367,1.000,1.000,0.467,0.267,0.42,,1676
1677,1677,1677,2020-08-24,Boston,0.310,0.333,0.000,0.286,0.333,0.519,,1677
1678,1678,1678,2020-08-24,LA Angels,0.310,0.333,0.000,0.357,0.267,0.444,,1678
1679,1679,1679,2020-08-24,Pittsburgh,0.292,1.000,1.000,0.357,0.200,0.426,,1679
1680,1680,1680,2020-08-25,LA Dodgers,0.733,1.000,1.000,0.688,0.786,0.647,,1680
1681,1681,1681,2020-08-25,Oakland,0.667,0.333,0.000,0.765,0.539,0.595,,1681
1682,1682,1682,2020-08-25,Minnesota,0.667,1.000,1.000,0.800,0.533,0.612,,1682
1683,1683,1683,2020-08-25,Chi Cubs,0.643,0.667,1.000,0.556,0.800,0.519,,1683
1684,1684,1684,2020-08-25,NY Yankees,0.640,0.000,0.000,0.714,0.546,0.632,,1684
1685,1685,1685,2020-08-25,Tampa Bay,0.633,0.667,0.000,0.667,0.600,0.589,,1685
1686,1686,1686,2020-08-25,San Diego,0.600,1.000,1.000,0.733,0.467,0.432,,1686
1687,1687,1687,2020-08-25,Cleveland,0.586,0.333,0.000,0.500,0.667,0.574,,1687
1688,1688,1688,2020-08-25,Chi Sox,0.586,0.667,0.000,0.467,0.714,0.447,,1688
1689,1689,1689,2020-08-25,Atlanta,0.571,0.667,0.000,0.714,0.429,0.593,,1689
