,Date,Team,2022,Last 3,Last 1,Home,Away,2021
0,2022-03-30,Houston,5.34,3.67,0.00,5.24,5.44,4.67
1,2022-03-30,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
2,2022-03-30,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
3,2022-03-30,Boston,5.14,1.00,0.00,5.78,4.49,4.87
4,2022-03-30,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
5,2022-03-30,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
6,2022-03-30,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
7,2022-03-30,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
8,2022-03-30,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
9,2022-03-30,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
10,2022-03-30,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
11,2022-03-30,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
12,2022-03-30,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
13,2022-03-30,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
14,2022-03-30,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
15,2022-03-30,Washington,4.47,3.33,5.00,4.32,4.62,4.88
16,2022-03-30,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
17,2022-03-30,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
18,2022-03-30,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
19,2022-03-30,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
20,2022-03-30,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
21,2022-03-30,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
22,2022-03-30,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
23,2022-03-30,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
24,2022-03-30,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
25,2022-03-30,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
26,2022-03-30,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
27,2022-03-30,Texas,3.86,4.33,0.00,3.95,3.77,3.73
28,2022-03-30,Miami,3.85,2.67,5.00,4.00,3.69,4.23
29,2022-03-30,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
30,2022-03-31,Houston,5.34,3.67,0.00,5.24,5.44,4.67
31,2022-03-31,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
32,2022-03-31,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
33,2022-03-31,Boston,5.14,1.00,0.00,5.78,4.49,4.87
34,2022-03-31,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
35,2022-03-31,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
36,2022-03-31,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
37,2022-03-31,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
38,2022-03-31,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
39,2022-03-31,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
40,2022-03-31,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
41,2022-03-31,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
42,2022-03-31,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
43,2022-03-31,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
44,2022-03-31,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
45,2022-03-31,Washington,4.47,3.33,5.00,4.32,4.62,4.88
46,2022-03-31,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
47,2022-03-31,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
48,2022-03-31,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
49,2022-03-31,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
50,2022-03-31,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
51,2022-03-31,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
52,2022-03-31,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
53,2022-03-31,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
54,2022-03-31,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
55,2022-03-31,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
56,2022-03-31,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
57,2022-03-31,Texas,3.86,4.33,0.00,3.95,3.77,3.73
58,2022-03-31,Miami,3.85,2.67,5.00,4.00,3.69,4.23
59,2022-03-31,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
60,2022-04-01,Houston,5.34,3.67,0.00,5.24,5.44,4.67
61,2022-04-01,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
62,2022-04-01,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
63,2022-04-01,Boston,5.14,1.00,0.00,5.78,4.49,4.87
64,2022-04-01,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
65,2022-04-01,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
66,2022-04-01,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
67,2022-04-01,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
68,2022-04-01,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
69,2022-04-01,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
70,2022-04-01,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
71,2022-04-01,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
72,2022-04-01,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
73,2022-04-01,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
74,2022-04-01,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
75,2022-04-01,Washington,4.47,3.33,5.00,4.32,4.62,4.88
76,2022-04-01,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
77,2022-04-01,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
78,2022-04-01,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
79,2022-04-01,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
80,2022-04-01,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
81,2022-04-01,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
82,2022-04-01,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
83,2022-04-01,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
84,2022-04-01,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
85,2022-04-01,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
86,2022-04-01,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
87,2022-04-01,Texas,3.86,4.33,0.00,3.95,3.77,3.73
88,2022-04-01,Miami,3.85,2.67,5.00,4.00,3.69,4.23
89,2022-04-01,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
90,2022-04-02,Houston,5.34,3.67,0.00,5.24,5.44,4.67
91,2022-04-02,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
92,2022-04-02,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
93,2022-04-02,Boston,5.14,1.00,0.00,5.78,4.49,4.87
94,2022-04-02,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
95,2022-04-02,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
96,2022-04-02,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
97,2022-04-02,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
98,2022-04-02,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
99,2022-04-02,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
100,2022-04-02,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
101,2022-04-02,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
102,2022-04-02,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
103,2022-04-02,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
104,2022-04-02,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
105,2022-04-02,Washington,4.47,3.33,5.00,4.32,4.62,4.88
106,2022-04-02,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
107,2022-04-02,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
108,2022-04-02,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
109,2022-04-02,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
110,2022-04-02,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
111,2022-04-02,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
112,2022-04-02,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
113,2022-04-02,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
114,2022-04-02,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
115,2022-04-02,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
116,2022-04-02,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
117,2022-04-02,Texas,3.86,4.33,0.00,3.95,3.77,3.73
118,2022-04-02,Miami,3.85,2.67,5.00,4.00,3.69,4.23
119,2022-04-02,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
120,2022-04-03,Houston,5.34,3.67,0.00,5.24,5.44,4.67
121,2022-04-03,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
122,2022-04-03,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
123,2022-04-03,Boston,5.14,1.00,0.00,5.78,4.49,4.87
124,2022-04-03,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
125,2022-04-03,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
126,2022-04-03,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
127,2022-04-03,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
128,2022-04-03,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
129,2022-04-03,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
130,2022-04-03,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
131,2022-04-03,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
132,2022-04-03,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
133,2022-04-03,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
134,2022-04-03,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
135,2022-04-03,Washington,4.47,3.33,5.00,4.32,4.62,4.88
136,2022-04-03,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
137,2022-04-03,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
138,2022-04-03,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
139,2022-04-03,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
140,2022-04-03,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
141,2022-04-03,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
142,2022-04-03,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
143,2022-04-03,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
144,2022-04-03,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
145,2022-04-03,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
146,2022-04-03,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
147,2022-04-03,Texas,3.86,4.33,0.00,3.95,3.77,3.73
148,2022-04-03,Miami,3.85,2.67,5.00,4.00,3.69,4.23
149,2022-04-03,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
150,2022-04-04,Houston,5.34,3.67,0.00,5.24,5.44,4.67
151,2022-04-04,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
152,2022-04-04,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
153,2022-04-04,Boston,5.14,1.00,0.00,5.78,4.49,4.87
154,2022-04-04,LA Dodgers,5.05,5.00,2.00,5.06,5.03,5.77
155,2022-04-04,Chi Sox,4.90,5.67,1.00,5.12,4.69,5.03
156,2022-04-04,SF Giants,4.87,1.33,1.00,4.62,5.13,4.98
157,2022-04-04,Cincinnati,4.85,4.67,6.00,5.53,4.17,3.92
158,2022-04-04,Atlanta,4.83,5.00,7.00,4.93,4.73,5.63
159,2022-04-04,Colorado,4.59,5.00,4.00,5.63,3.54,4.58
160,2022-04-04,Oakland,4.59,6.00,6.00,4.19,4.99,4.60
161,2022-04-04,Philadelphia,4.53,3.33,4.00,4.48,4.58,5.10
162,2022-04-04,Minnesota,4.50,5.67,7.00,4.51,4.49,4.37
163,2022-04-04,San Diego,4.50,2.33,4.00,4.38,4.62,5.35
164,2022-04-04,Milwaukee,4.48,1.33,4.00,4.24,4.72,4.02
165,2022-04-04,Washington,4.47,3.33,5.00,4.32,4.62,4.88
166,2022-04-04,LA Angels,4.46,4.33,7.00,4.70,4.22,4.90
167,2022-04-04,Cleveland,4.43,5.67,6.00,4.24,4.61,4.19
168,2022-04-04,NY Yankees,4.37,1.67,2.00,4.36,4.39,5.39
169,2022-04-04,Chi Cubs,4.35,4.00,3.00,4.56,4.15,4.29
170,2022-04-04,St. Louis,4.34,2.67,1.00,3.79,4.88,4.20
171,2022-04-04,Seattle,4.30,3.33,3.00,4.06,4.54,4.23
172,2022-04-04,Detroit,4.30,3.33,5.00,4.14,4.47,4.29
173,2022-04-04,Kansas City,4.23,4.67,3.00,4.68,3.79,4.13
174,2022-04-04,Arizona,4.19,7.67,5.00,4.56,3.83,4.48
175,2022-04-04,Baltimore,4.07,3.00,4.00,4.47,3.67,4.57
176,2022-04-04,NY Mets,3.93,3.00,0.00,3.74,4.11,4.77
177,2022-04-04,Texas,3.86,4.33,0.00,3.95,3.77,3.73
178,2022-04-04,Miami,3.85,2.67,5.00,4.00,3.69,4.23
179,2022-04-04,Pittsburgh,3.76,6.67,3.00,4.07,3.44,3.65
180,2022-04-05,Houston,5.34,3.67,0.00,5.24,5.44,4.67
181,2022-04-05,Tampa Bay,5.28,5.00,5.00,4.96,5.60,4.60
182,2022-04-05,Toronto,5.22,9.33,12.00,5.52,4.93,4.92
183,2022-04-05,Boston,5.14,1.00,0.00,5.78,4.49,4.87
